filename	read_id	run_id	channel	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	num_called_template	sequence_length_template	mean_qscore_template	strand_score_template	calibration_strand_genome_template	calibration_strand_identity_template	calibration_strand_accuracy_template	calibration_strand_speed_bps_template
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_11_ch_188_strand.fast5	28bc8be3-2ff2-4d03-91b6-5413b6392802	c658a0f770028f020749390debc1a174a1c83146	188	48.60624	1.96149	1359	True	0.34114	1359	1.62035	1359	796	7.025	-0.9226	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_11_ch_161_strand.fast5	3966a1da-84fc-43d0-b233-6754b119b767	c658a0f770028f020749390debc1a174a1c83146	161	20.42696	1.35724	1083	True	0.07022	1083	1.28702	1083	568	8.622	-0.6631	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_11_ch_181_strand.fast5	7bb23858-421f-4995-b8b2-8dce69640283	c658a0f770028f020749390debc1a174a1c83146	181	12.36404	1.85724	1464	True	0.08367	1464	1.77357	1464	796	7.904	-0.7126	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_11_ch_159_strand.fast5	a5b758ae-b14b-4a09-926c-f4782d09ac5a	c658a0f770028f020749390debc1a174a1c83146	159	20.97078	1.01129	596	True	0.31341	596	0.69788	596	332	8.629	-0.5715	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_11_ch_185_strand.fast5	e17030f9-1c39-4c99-a341-3d7856659bd6	c658a0f770028f020749390debc1a174a1c83146	185	25.42696	1.44406	1154	True	0.02258	1154	1.42148	1154	750	7.382	-0.8551	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_11_ch_292_strand.fast5	4823e8d7-c1ae-45e4-be28-f3963c2ceeb9	c658a0f770028f020749390debc1a174a1c83146	292	19.90687	2.0156	1499	True	0.19555	1499	1.82005	1499	823	7.979	-0.7254	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_11_ch_302_strand.fast5	ab95570b-6b23-4680-8195-a6149cb2050b	c658a0f770028f020749390debc1a174a1c83146	302	29.6499	1.54598	1159	True	0.09844	1159	1.44754	1159	606	7.609	-0.7754	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_11_ch_207_strand.fast5	df638ba7-ea5e-4922-829c-b05e350a1e45	c658a0f770028f020749390debc1a174a1c83146	207	13.60707	2.17032	1735	True	0.04034	1735	2.12998	1735	938	8.411	-0.6729	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_11_ch_353_strand.fast5	0b9ab6af-cb4d-4aaa-93d7-1759c96edd8d	c658a0f770028f020749390debc1a174a1c83146	353	17.91501	1.124	804	True	0.17629	804	0.94771	804	523	7.035	-0.8573	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_11_ch_387_strand.fast5	36d6552d-3075-451b-9df1-e24208902284	c658a0f770028f020749390debc1a174a1c83146	387	18.40455	1.80096	1257	True	0.30212	1257	1.49884	1257	661	7.459	-0.864	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_11_ch_324_strand.fast5	7fd04614-0679-4905-9c6a-433836ffbded	c658a0f770028f020749390debc1a174a1c83146	324	18.35425	1.20302	749	True	0.3091	749	0.89392	749	416	8.91	-0.5711	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_11_ch_322_strand.fast5	9f9ac6b1-d593-437e-acdf-242c516b3eb1	c658a0f770028f020749390debc1a174a1c83146	322	10.50714	1.70236	1237	True	0.20684	1237	1.49552	1237	751	8.543	-0.6139	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_11_ch_449_strand.fast5	21ac0dda-9ad5-4ba9-aace-c5251a2f2bc7	c658a0f770028f020749390debc1a174a1c83146	449	16.5591	1.82454	1237	True	0.32752	1237	1.49701	1237	627	9.178	-0.6078	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_11_ch_428_strand.fast5	85eb0b4c-dfae-4585-ad3f-f51539fed33b	c658a0f770028f020749390debc1a174a1c83146	428	28.77739	1.83134	1297	True	0.25299	1297	1.57835	1297	689	8.427	-0.628	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_11_ch_415_strand.fast5	eda8d873-8718-4a4b-a92c-5a7150ff2e6e	c658a0f770028f020749390debc1a174a1c83146	415	21.53619	1.45203	1162	True	0.02092	1162	1.43111	1162	632	8.994	-0.5692	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_11_ch_461_strand.fast5	fa659b2e-18f2-4d1d-9d88-907fc93546b6	c658a0f770028f020749390debc1a174a1c83146	461	10.68908	1.8242	1449	True	0.02025	1449	1.80395	1449	798	8.253	-0.6811	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_11_ch_485_strand.fast5	5083524d-0500-4d98-8524-7b8be129b4c4	c658a0f770028f020749390debc1a174a1c83146	485	18.02523	1.50481	1110	True	0.16849	1110	1.33632	1110	580	7.606	-0.7772	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_11_ch_77_strand.fast5	640b142f-ab2d-4cf6-9fbe-e3e169bbd57e	c658a0f770028f020749390debc1a174a1c83146	77	19.51179	5.47792	4418	True	0.13928	4418	5.33865	4418	2379	9.078	-0.5617	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_11_ch_73_strand.fast5	bd0ee10d-34ba-4958-86ec-6336d21ac1c7	c658a0f770028f020749390debc1a174a1c83146	73	13.32205	1.98456	1427	True	0.24834	1427	1.73622	1427	822	9.724	-0.477	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_123_ch_141_strand.fast5	20300cf0-60e9-4d5e-8c4d-b759f3bde5aa	c658a0f770028f020749390debc1a174a1c83146	141	67.86786	2.26494	1813	True	0	1813	2.26494	1813	921	8.16	-0.7798	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_127_ch_141_strand.fast5	9fe98a1c-6ece-4532-85dd-d9db04a8e430	c658a0f770028f020749390debc1a174a1c83146	141	76.59545	1.04449	815	True	0.04366	815	1.00083	815	428	7.263	-0.9284	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_123_ch_392_strand.fast5	ea0cf279-b2ec-4291-a647-4d13147b6671	c658a0f770028f020749390debc1a174a1c83146	392	68.03868	1.68875	1320	True	0.09512	1320	1.59363	1320	780	8.246	-0.6786	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_122_strand.fast5	3ecd74a9-9448-4615-a177-7e3250a9203d	c658a0f770028f020749390debc1a174a1c83146	122	25.85276	1.51394	1241	True	0.02224	1241	1.4917	1241	647	7.049	-0.928	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_131_strand.fast5	45911d78-5dc0-4dc3-99a2-3c738df41020	c658a0f770028f020749390debc1a174a1c83146	131	22.50564	2.01295	1307	True	0.40272	1307	1.61023	1307	734	7.125	-0.8821	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_129_ch_141_strand.fast5	621f7fd1-69fe-4efc-aa2e-a2ad2704c305	c658a0f770028f020749390debc1a174a1c83146	141	78.95983	1.53768	1067	True	0.20767	1067	1.33001	1067	534	8.293	-0.6883	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_100_strand.fast5	6f8e46f9-e2c0-41e7-a29f-f87419ef8ced	c658a0f770028f020749390debc1a174a1c83146	100	28.30627	4.87019	4010	True	0.02971	4010	4.84047	4010	2068	9.676	-0.5092	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_105_strand.fast5	9aab29d7-bf7f-43eb-a051-3cfff953daba	c658a0f770028f020749390debc1a174a1c83146	105	27.1494	1.55312	1243	True	0	1243	1.55312	1243	593	8.093	-1.0358	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_149_strand.fast5	0870c3aa-f26b-48af-892e-255e2bc090ec	c658a0f770028f020749390debc1a174a1c83146	149	16.46464	1.26477	855	True	0.22792	855	1.03685	855	424	7.65	-0.7175	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_147_strand.fast5	1efb8780-27e3-412b-924b-7723e15999d4	c658a0f770028f020749390debc1a174a1c83146	147	14.76461	2.10989	1644	True	0.18808	1644	1.92181	1644	956	8.128	-0.6583	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_13_strand.fast5	22af0c8b-2865-416b-bf05-5c835049e379	c658a0f770028f020749390debc1a174a1c83146	13	13.85691	1.48506	974	True	0.29565	974	1.18941	974	559	8.172	-0.7207	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_155_strand.fast5	01a8deb4-8c91-4128-a650-bf3967a4ee48	c658a0f770028f020749390debc1a174a1c83146	155	22.23157	1.19871	846	True	0.1841	846	1.01461	846	387	8.408	-0.8159	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_187_strand.fast5	54ff95b0-6541-4580-9f5b-e1f7afcad0a4	c658a0f770028f020749390debc1a174a1c83146	187	11.17829	1.8755	1540	True	0.01544	1540	1.86006	1540	862	7.701	-0.8556	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_186_strand.fast5	83bba039-a5ca-4a8a-8797-219beda4aa1a	c658a0f770028f020749390debc1a174a1c83146	186	57.58682	1.34329	919	True	0.22394	919	1.11936	919	520	8.611	-0.6031	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_179_strand.fast5	9e6afca6-540c-430e-bc88-ef45aecfa195	c658a0f770028f020749390debc1a174a1c83146	179	27.07171	2.00996	1437	True	0.28552	1437	1.72444	1437	764	10.147	-0.425	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_177_strand.fast5	a047c28f-1062-4dcf-a229-0da7215eb311	c658a0f770028f020749390debc1a174a1c83146	177	23.82321	2.12483	1798	True	0.02274	1798	2.10209	1798	1139	8.604	-0.7025	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_176_strand.fast5	e0c3bb43-48e4-4fb1-bf4c-322042cf0a30	c658a0f770028f020749390debc1a174a1c83146	176	11.28918	1.17563	863	True	0.14774	863	1.02789	863	517	7.432	-0.7721	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_199_strand.fast5	20d98da7-7204-4077-8e2f-2ec56f6c5c5f	c658a0f770028f020749390debc1a174a1c83146	199	21.26295	1.14376	868	True	0.07188	868	1.07188	868	480	7.821	-0.7546	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_219_strand.fast5	69d264ee-eff4-4b52-ba52-f7832563eee8	c658a0f770028f020749390debc1a174a1c83146	219	11.18244	1.80378	1424	True	0.10159	1424	1.70219	1424	798	8.416	-0.6808	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_206_strand.fast5	fbb0e59f-c7ae-4229-94de-d1a7b879f289	c658a0f770028f020749390debc1a174a1c83146	206	13.65737	2.07404	1468	True	0.29797	1468	1.77606	1468	705	7.28	-0.8441	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_239_strand.fast5	4c801ae0-a088-4a46-986f-ea31034f3da3	c658a0f770028f020749390debc1a174a1c83146	239	20.72244	2.18559	1671	True	0.06541	1671	2.12019	1671	815	8.498	-0.6714	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_223_strand.fast5	5e50d6b5-f7e3-4238-89bc-160e8d51ce7b	c658a0f770028f020749390debc1a174a1c83146	223	14.2007	2.0991	1621	True	0.13911	1621	1.95999	1621	867	8.548	-0.6599	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_252_strand.fast5	cd691aa8-26cd-4db0-b868-135595b706d2	c658a0f770028f020749390debc1a174a1c83146	252	31.62566	1.61288	1173	True	0.22344	1173	1.38944	1173	697	8.353	-0.6381	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_26_strand.fast5	63da792e-ba26-4c4e-af7d-b972e8186140	c658a0f770028f020749390debc1a174a1c83146	26	12.40604	1.78635	1213	True	0.31972	1213	1.46663	1213	677	8.786	-0.6525	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_271_strand.fast5	84103192-294c-4c59-9683-b86778110502	c658a0f770028f020749390debc1a174a1c83146	271	25.43493	2.52407	2016	True	0.01693	2016	2.50714	2016	1144	8.643	-0.6646	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_264_strand.fast5	b05f427f-2d71-4c39-9536-40553381f392	c658a0f770028f020749390debc1a174a1c83146	264	11.36404	1.47078	1202	True	0.00946	1202	1.46132	1202	672	7.94	-0.8324	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_254_strand.fast5	bc00a330-9ea3-4535-9581-242a31a8a797	c658a0f770028f020749390debc1a174a1c83146	254	33.43924	1.66833	1310	True	0.14127	1310	1.52706	1310	640	7.791	-0.7129	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_255_strand.fast5	d973dd5e-9556-4a17-8254-96b8e3529137	c658a0f770028f020749390debc1a174a1c83146	255	26.72261	1.59495	1181	True	0.166	1181	1.42895	1181	626	8.632	-0.6242	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_295_strand.fast5	110a7572-295a-4b76-bb09-53fbe35cd6f8	c658a0f770028f020749390debc1a174a1c83146	295	41.55876	1.24884	1020	True	0.02507	1020	1.22377	1020	595	7.136	-0.9262	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_296_strand.fast5	2130b804-b4a6-4882-a06e-ae16d318eab6	c658a0f770028f020749390debc1a174a1c83146	296	18.49535	1.86122	1360	True	0.14675	1360	1.71448	1360	735	7.974	-0.786	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_291_strand.fast5	4bf785b5-2329-4e50-9273-46c9a8294b46	c658a0f770028f020749390debc1a174a1c83146	291	23.35807	1.9429	1394	True	0.25282	1394	1.69007	1394	803	9.121	-0.563	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_285_strand.fast5	9efcc24a-fd5f-4652-bf69-08dcd3951d06	c658a0f770028f020749390debc1a174a1c83146	285	18.12201	1.95169	1332	True	0.32371	1332	1.62799	1332	739	8.716	-0.6071	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_294_strand.fast5	a2ab5355-e350-409e-9116-117e60c9272f	c658a0f770028f020749390debc1a174a1c83146	294	16.76461	1.39509	1020	True	0.15654	1020	1.23855	1020	599	7.202	-0.8601	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_290_strand.fast5	cdefdcf8-3775-4a0b-af70-b01215cd389f	c658a0f770028f020749390debc1a174a1c83146	290	23.47394	1.7261	1459	True	0	1459	1.7261	1459	787	7.145	-1.1789	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_280_strand.fast5	e11434e5-74e7-453c-80df-defe375854a1	c658a0f770028f020749390debc1a174a1c83146	280	42.83898	1.57835	1157	True	0.16766	1157	1.41069	1157	690	7.642	-0.7967	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_310_strand.fast5	15684038-e3c5-4f1d-b431-61d70b6dfab7	c658a0f770028f020749390debc1a174a1c83146	310	32.45551	1.38662	1121	True	0.04515	1121	1.34147	1121	608	7.013	-0.9977	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_303_strand.fast5	2264536d-78a5-4b24-ad3e-b7a5015e86d3	c658a0f770028f020749390debc1a174a1c83146	303	22.58416	1.88944	1595	True	0.02556	1595	1.86388	1595	879	7.617	-0.8307	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_2_strand.fast5	2ec275d7-99a8-4f68-902c-45fbf13f7911	c658a0f770028f020749390debc1a174a1c83146	2	25.84661	1.3921	1085	True	0.10508	1085	1.28702	1085	627	7.636	-0.7661	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_308_strand.fast5	7e736938-b121-47d6-bb37-d05ad2e5835e	c658a0f770028f020749390debc1a174a1c83146	308	10.375	3.44173	2786	True	0.05113	2786	3.3906	2786	1519	8.384	-0.6777	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_314_strand.fast5	a8498c05-9c63-461d-a4fa-b575eaa010f3	c658a0f770028f020749390debc1a174a1c83146	314	35.93742	1.64575	1299	True	0.13479	1299	1.51096	1299	715	7.873	-0.7696	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_306_strand.fast5	af66c762-9680-4b58-bedb-ae50a285db13	c658a0f770028f020749390debc1a174a1c83146	306	55.10608	1.95286	1542	True	0.09827	1542	1.85458	1542	843	8.793	-0.5925	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_305_strand.fast5	f865673b-1179-4688-ad99-593a4678cbfb	c658a0f770028f020749390debc1a174a1c83146	305	17.97477	1.86205	1342	True	0.21116	1342	1.6509	1342	783	7.793	-0.7159	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_336_strand.fast5	7052a2b1-f62d-43b3-9f1e-5a6b39417f10	c658a0f770028f020749390debc1a174a1c83146	336	25.53951	1.89558	1322	True	0.29216	1322	1.60342	1322	671	8.486	-0.6469	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_346_strand.fast5	a2500256-34d8-4a2f-ac4f-62d5de2430ba	c658a0f770028f020749390debc1a174a1c83146	346	18.61106	1.72726	1284	True	0.1494	1284	1.57786	1284	703	8.002	-0.7265	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_325_strand.fast5	b457a7a2-6283-4983-a8c8-e9c5fe0c5349	c658a0f770028f020749390debc1a174a1c83146	325	17.41384	2.70485	2124	True	0.16949	2124	2.53536	2124	1282	8.216	-0.6991	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_31_strand.fast5	f45b8f25-c931-4eb1-8e4b-14484e26cf9b	c658a0f770028f020749390debc1a174a1c83146	31	9.52025	2.22294	1834	True	0.01892	1834	2.20402	1834	883	7.313	-0.9055	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_316_strand.fast5	f677ed70-7979-4f06-8d71-97fcafc0b318	c658a0f770028f020749390debc1a174a1c83146	316	12.49203	1.60674	1124	True	0.24967	1124	1.35707	1124	656	8.755	-0.6659	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_35_strand.fast5	5bf004ed-6e8e-4668-b3d0-5d4da5cb6ddb	c658a0f770028f020749390debc1a174a1c83146	35	16.2256	2.32935	1809	True	0.12151	1809	2.20784	1809	872	7.035	-0.8714	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_361_strand.fast5	5f964d81-b232-4836-9aaa-50877fade250	c658a0f770028f020749390debc1a174a1c83146	361	46.35408	1.51926	1190	True	0.07171	1190	1.44754	1190	644	7.901	-0.7164	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_349_strand.fast5	e4f6d735-a73d-4bc1-8ccd-952ff6129317	c658a0f770028f020749390debc1a174a1c83146	349	13.334	1.04598	692	True	0.2075	692	0.83848	692	361	7.907	-0.7044	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_366_strand.fast5	f2a1ae1e-3154-4428-acb6-10557372e263	c658a0f770028f020749390debc1a174a1c83146	366	23.18625	1.59296	1087	True	0.29532	1087	1.29764	1087	612	7.4	-0.8458	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_406_strand.fast5	86b3a6f2-7ef5-433f-a326-cb4ed0103620	c658a0f770028f020749390debc1a174a1c83146	406	16.76992	1.57254	1051	True	0.30876	1051	1.26378	1051	587	9.273	-0.5347	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_399_strand.fast5	d6538abf-3c09-4818-94dd-e1ce1f630273	c658a0f770028f020749390debc1a174a1c83146	399	12.08865	1.70402	1351	True	0.05727	1351	1.64675	1351	800	8.583	-0.6228	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_385_strand.fast5	dbc8001e-3058-4088-baa0-d3c89e1341bd	c658a0f770028f020749390debc1a174a1c83146	385	27.18426	1.39841	1172	True	0.01444	1172	1.38396	1172	649	7.296	-0.8526	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_377_strand.fast5	df7d9c85-0c49-4e1e-8837-cecafd54bcb8	c658a0f770028f020749390debc1a174a1c83146	377	71.91434	1.78254	1299	True	0.19207	1299	1.59047	1299	656	7.448	-0.7894	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_430_strand.fast5	1210e2d5-67c5-46f5-82a9-8124aec6e2c3	c658a0f770028f020749390debc1a174a1c83146	430	16.75183	1.3169	1045	True	0.06092	1045	1.25598	1045	566	8.1	-0.7491	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_432_strand.fast5	1e81e690-3e04-4d10-beb5-9ac93bef43fc	c658a0f770028f020749390debc1a174a1c83146	432	10.57254	1.59993	1322	True	0.02291	1322	1.57703	1322	713	8.56	-0.6358	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_407_strand.fast5	86079034-506e-4f77-8c06-b35b302fcb1a	c658a0f770028f020749390debc1a174a1c83146	407	15.20103	2.02125	1587	True	0.13031	1587	1.89094	1587	857	8.972	-0.5676	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_435_strand.fast5	a1b26516-248a-4213-b412-d68716d1fa91	c658a0f770028f020749390debc1a174a1c83146	435	36.92248	1.90256	1424	True	0.20269	1424	1.69987	1424	708	8.239	-0.655	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_12_ch_446_strand.fast5	daac6239-ef74-4d44-a795-0672a9b3da86	c658a0f770028f020749390debc1a174a1c83146	446	10.13845	1.48738	1187	True	0.07487	1187	1.41252	1187	652	7.941	-0.6967	filtered_out	-1	-1	0
